chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_celltype_chimp	Bonferroni_celltype_human	Bonferroni_celltype_macaq
chr21	27500879	27502059	OD_hyper	OD_hyper	1181	11	111.776070220099	0.6506	0.8537	0.6322	0.8965	0.4847	0.8543	2.53318911612086e-35	3.15232847764274e-65	2.9533992097501e-176
chr16	73070752	73071745	OD_hyper	OD_hyper	994	13	111.775937548498	0.7171	0.9012	0.6546	0.9064	0.577	0.9296	6.06159595282051e-07	1.8038559419993e-20	1.71253436965388e-58
chr12	123779544	123780724	OD_hyper	OD_hyper	1181	9	111.770486204966	0.6275	0.8683	0.6123	0.9011	0.669	0.9152	1.81828488534332e-12	2.86538019785495e-44	3.95632970625925e-102
chr3	179614926	179616017	OD_hyper	OD_hyper	1092	7	111.758826357336	0.4947	0.7619	0.5154	0.8095	0.4625	0.8105	1.37583290656042e-65	7.74084104163486e-52	4.01622842132041e-91
chr18	48159585	48160853	OD_hyper	OD_hyper	1269	9	111.750833924519	0.7096	0.9257	0.6015	0.8796	0.7281	0.9041	2.76848083351185e-17	6.58062251741125e-100	4.68722431869838e-20
chr12	68679702	68680460	OD_hyper	OD_hyper	759	8	111.741047377264	0.4521	0.8506	0.5137	0.8991	0.6013	0.789	2.00378600742944e-25	3.72555150778564e-44	2.12315028279363e-36
chr5	89568804	89570588	OD_hyper	OD_hyper	1785	7	111.736706968371	0.5462	0.8839	0.615	0.906	0.6455	0.8506	1.1508025923345e-15	1.12375212332987e-123	2.94771586487393e-51
chr10	105408216	105408741	OD_hyper	OD_hyper	526	7	111.717823561464	0.2756	0.7061	0.2666	0.6981	0.4288	0.9269	5.64163325143827e-31	1.32140645854995e-57	7.19089111216084e-123
chr6	150529839	150530299	OD_hyper	OD_hyper	461	6	111.695983258997	0.4616	0.8176	0.4556	0.8169	0.412	0.6436	3.72535230204135e-85	9.80936570115151e-48	3.02430965726154e-18
chr4	22325434	22325756	OD_hyper	OD_hyper	323	4	111.695464222219	0.3449	0.9162	0.3151	0.7692	0.2161	0.7102	3.35682627909662e-68	4.31488109090475e-144	7.75535034244395e-101
chr9	101397032	101397869	OD_hyper	OD_hyper	838	7	111.695450029897	0.5606	0.9234	0.5652	0.8812	0.65	0.9253	2.53222429357017e-33	1.65291856691994e-66	1.55849784704245e-35
chr1	20533789	20534578	OD_hyper	OD_hyper	790	9	111.660440584478	0.526	0.7556	0.568	0.8401	0.5877	0.7672	2.14828446041482e-29	1.17128338668892e-22	1.66339249146337e-13
chr8	40052795	40054192	OD_hyper	OD_hyper	1398	9	111.654333433933	0.7217	0.9565	0.6651	0.9414	0.5178	0.8618	1.56823854151607e-36	4.78007008365606e-107	1.38070959607446e-114
chr9	37576819	37577115	OD_hyper	OD_hyper	297	7	111.651861174256	0.3573	0.7431	0.4488	0.7608	0.6134	0.8114	8.56125453795254e-18	5.1474052289532e-96	6.17074049512232e-21
chr5	13785199	13786698	OD_hyper	OD_hyper	1500	9	111.632240720227	0.6939	0.9113	0.7248	0.9132	0.5839	0.9243	5.33991688285601e-15	4.63604216300923e-32	2.06012311413945e-129
chr1	87523300	87524207	OD_hyper	OD_hyper	908	8	111.631725990469	0.4898	0.9104	0.5241	0.8484	0.614	0.9635	3.31791439288518e-15	2.50060558644134e-70	9.7853529244468e-35
chr3	188034394	188035699	OD_hyper	OD_hyper	1306	10	111.619703788204	0.6055	0.8272	0.525	0.8172	0.6359	0.818	8.06694005033037e-18	6.53123369865216e-17	1.18459828131001e-25
chr19	5297192	5297570	OD_hyper	OD_hyper	379	10	111.593849044687	0.7218	0.9302	0.6577	0.9412	0.7148	0.9234	3.22656825560891e-25	1.17990842791571e-49	3.81478058908064e-10
chr22	27930801	27931345	OD_hyper	OD_hyper	545	8	111.590138873268	0.5713	0.915	0.5964	0.8884	0.6212	0.8404	3.39165433671491e-07	3.19981169393845e-48	3.07627930972466e-15
chr14	56777232	56778110	OD_hyper	OD_hyper	879	7	111.554966303353	0.5224	0.9208	0.4791	0.8797	0.3257	0.9421	7.62444362535585e-26	3.99844779177485e-60	2.01022956045076e-174
chr6	129345184	129347494	OD_hyper	OD_hyper	2311	10	111.540259964266	0.6698	0.9171	0.7806	0.9354	0.7125	0.9316	6.9476945131093e-12	2.56419082821991e-32	2.17112158508082e-46
chr4	122658798	122660499	OD_hyper	OD_hyper	1702	15	111.504370648395	0.5988	0.8228	0.673	0.8593	0.6086	0.8559	8.94133051202484e-11	1.12422579961978e-38	9.19843613597704e-70
chr6	80222236	80223189	OD_hyper	OD_hyper	954	9	111.502933379796	0.7049	0.894	0.7571	0.9147	0.5561	0.8485	3.57826825515447e-20	9.17358550188034e-76	1.49076201512295e-29
chr1	109740680	109741786	OD_hyper	OD_hyper	1107	8	111.502719948839	0.4912	0.7662	0.5438	0.8877	0.6296	0.8384	1.5591377254556e-25	2.18256276235372e-33	9.56762522886949e-40
chr12	80368932	80370974	OD_hyper	OD_hyper	2043	8	111.501972886987	0.682	0.8995	0.5298	0.8773	0.7123	0.955	1.89577608802641e-47	3.68484933239182e-47	8.4829859153787e-125
chr9	112195233	112195923	OD_hyper	OD_hyper	691	7	111.483456392054	0.6952	0.9577	0.7294	0.9536	0.602	0.9306	4.6822146783949e-37	1.39054765084476e-95	1.63161427345443e-159
chr1	59251892	59252983	OD_hyper	OD_hyper	1092	8	111.481050641259	0.4917	0.8038	0.5111	0.8682	0.4738	0.9158	1.53407381078145e-28	4.21549019155156e-59	2.29378278761759e-80
chr13	98381573	98382184	OD_hyper	OD_hyper	612	6	111.472480241395	0.3335	0.8127	0.2758	0.871	0.3295	0.887	1.61605013296775e-35	3.39547669682903e-60	5.04435789115527e-248
chr3	191606883	191608420	OD_hyper	OD_hyper	1538	8	111.431868814732	0.553	0.8966	0.3899	0.7839	0.4682	0.835	3.00571604625563e-26	8.6148246549352e-195	4.03189515390712e-70
chr11	93274884	93275434	OD_hyper	OD_hyper	551	7	111.393208948455	0.2988	0.7353	0.381	0.8093	0.5882	0.8056	6.05887808407629e-16	9.98070819653951e-121	5.00400823043968e-33
chr5	140361738	140362091	OD_hyper	OD_hyper	354	5	111.385542850777	0.4518	0.9528	0.5192	0.9468	0.57	0.9572	9.55636897587224e-85	8.18037892834465e-182	2.55155792100452e-103
chr1	210948875	210951614	OD_hyper	OD_hyper	2740	7	111.379244285892	0.579	0.8166	0.6192	0.849	0.6257	0.8628	1.3122408768473e-21	1.41356657116406e-49	1.38329925164283e-81
chr13	43650770	43653911	OD_hyper	OD_hyper	3142	11	111.373602863936	0.5975	0.8321	0.6877	0.8525	0.7432	0.9144	5.93200113357685e-11	4.63383080362085e-56	1.19867424482579e-79
chr1	40312236	40313280	OD_hyper	OD_hyper	1045	8	111.369135465211	0.6672	0.912	0.667	0.9432	0.5585	0.8474	7.75988194286665e-18	2.45194899835554e-28	2.99531922663722e-51
chr2	130368178	130368980	OD_hyper	OD_hyper	803	9	111.34737008301	0.5641	0.8598	0.6172	0.8989	0.564	0.7802	6.41050094917877e-22	2.86552727171702e-30	9.89419249767361e-12
chr11	65752106	65753081	OD_hyper	OD_hyper	976	7	111.346152948897	0.4406	0.8332	0.6055	0.8156	0.5679	0.7398	2.10828134304756e-08	1.36868366377057e-71	3.96026180681548e-14
chr12	77156613	77157023	OD_hyper	OD_hyper	411	8	111.335912358723	0.2604	0.6615	0.3889	0.8477	0.3543	0.7621	6.1271533939587e-18	4.58340253275864e-20	2.43182382774433e-42
chr11	28836681	28840217	OD_hyper	OD_hyper	3537	10	111.33400425011	0.6537	0.8613	0.6572	0.8735	0.6559	0.8736	2.9938750570364e-14	7.86848992206397e-64	4.99401041983802e-29
chr8	71084420	71087023	OD_hyper	OD_hyper	2604	8	111.311167683068	0.5944	0.8203	0.5688	0.8606	0.4748	0.8258	2.201686685164e-40	1.61552514096753e-82	2.53124776613078e-107
chr13	51286462	51287076	OD_hyper	OD_hyper	615	7	111.289049044327	0.5483	0.8989	0.549	0.8523	0.4751	0.8313	1.53414741976056e-19	1.52532939539111e-92	1.2533778267216e-56
chr12	109310993	109312508	OD_hyper	OD_hyper	1516	6	111.279971379908	0.6303	0.8747	0.4875	0.8008	0.5167	0.7999	2.45405402138343e-26	3.50583754303544e-50	2.12274387466453e-80
chr14	36537204	36539580	OD_hyper	OD_hyper	2377	10	111.279729159573	0.4912	0.6601	0.4657	0.6782	0.5907	0.7606	5.79464663471938e-08	5.21173687579712e-31	1.33314636212983e-31
chr9	33319905	33321417	OD_hyper	OD_hyper	1513	10	111.267571933685	0.7847	0.9561	0.6323	0.9373	0.706	0.9483	4.26813538141556e-45	3.68799760634086e-51	1.50711905678048e-74
chr2	50190176	50191080	OD_hyper	OD_hyper	905	9	111.261312156698	0.701	0.9272	0.6824	0.9263	0.6213	0.918	3.78126784523895e-45	3.337141509688e-21	9.67767719057557e-79
chr3	141148894	141149653	OD_hyper	OD_hyper	760	8	111.246546838277	0.5179	0.9083	0.5785	0.9324	0.4102	0.9106	7.00467812526475e-99	1.67955621042098e-73	4.32040822940646e-136
chr8	79506386	79507977	OD_hyper	OD_hyper	1592	9	111.217129851288	0.6022	0.9455	0.6054	0.91	0.3383	0.953	3.55766688744848e-24	2.82206800953439e-95	4.55962319838727e-76
chr8	130977066	130977902	OD_hyper	OD_hyper	837	11	111.211145554302	0.7582	0.9579	0.7784	0.947	0.6106	0.9399	2.86646119188326e-51	1.00227738389383e-83	3.5817293104059e-60
chr16	8853680	8854459	OD_hyper	OD_hyper	780	9	111.210348230782	0.5359	0.9194	0.668	0.9265	0.2746	0.8486	1.64476676580991e-15	8.28494616120263e-53	8.25315086447522e-186
chr3	124257528	124258255	OD_hyper	OD_hyper	728	6	111.206227375207	0.4877	0.9278	0.4867	0.9133	0.3163	0.8888	1.61712728020919e-29	1.06060758759014e-53	1.03115512441383e-104
chr7	30318577	30319369	OD_hyper	OD_hyper	793	6	111.198128149085	0.5076	0.8902	0.4967	0.8699	0.6097	0.9136	5.41026326766639e-16	2.39620460490758e-66	3.78189882560143e-93
chr3	195164469	195165198	OD_hyper	OD_hyper	730	10	111.178638468245	0.441	0.7076	0.4675	0.7791	0.3892	0.5642	4.49608325806886e-13	2.55753970891111e-50	1.5644407704699e-13
chr9	128307541	128308070	OD_hyper	OD_hyper	530	9	111.165091008361	0.3752	0.7167	0.5067	0.727	0.4956	0.8102	9.70938233283758e-07	1.02864859319123e-28	9.64977949221178e-45
chr19	47001019	47001811	OD_hyper	OD_hyper	793	13	111.159943816152	0.5995	0.8703	0.5884	0.7967	0.3289	0.7389	7.14475296935089e-11	1.1484832578983e-39	2.85464978954771e-73
chr5	137826015	137826267	OD_hyper	OD_hyper	253	6	111.144427587028	0.2754	0.7587	0.3863	0.779	0.4028	0.8973	1.33379722006959e-09	1.93429224816652e-87	4.2296823390432e-206
chr12	94569491	94570437	OD_hyper	OD_hyper	947	10	111.140958621498	0.5502	0.82	0.5889	0.8588	0.5739	0.7852	4.57997177334205e-09	2.11248490965996e-57	4.79858074525525e-29
chr8	88893705	88896632	OD_hyper	OD_hyper	2928	7	111.132818937272	0.5418	0.943	0.5983	0.9288	0.5588	0.9496	2.90553988704532e-18	3.44629599487906e-142	1.5552209168222e-250
chr18	3951704	3952487	OD_hyper	OD_hyper	784	9	111.118172729757	0.6733	0.9512	0.6757	0.9252	0.4934	0.9233	2.43779014053924e-15	8.88239516229353e-84	7.38565205185252e-125
chr11	121906880	121908081	OD_hyper	OD_hyper	1202	9	111.116936193527	0.6796	0.9229	0.6372	0.9464	0.793	0.9574	2.39834241705515e-20	2.40170230934028e-54	3.54491938825245e-26
chr20	9844005	9844697	OD_hyper	OD_hyper	693	9	111.094064291256	0.7106	0.9185	0.675	0.9294	0.2972	0.8276	9.19911681905918e-31	6.91838712088429e-39	2.85149332600436e-79
chr11	112618361	112619287	OD_hyper	OD_hyper	927	6	111.087331092754	0.4527	0.8971	0.4711	0.8653	0.4123	0.7509	5.04076737256584e-16	6.52024037688792e-88	1.84222860958201e-25
chr9	94156025	94156574	OD_hyper	OD_hyper	550	9	111.07254486124	0.7869	0.9672	0.6713	0.9617	0.5555	0.9444	1.26427031078965e-25	1.30833466392435e-49	7.5058947257808e-155
chr19	18111128	18111389	OD_hyper	OD_hyper	262	10	111.066592138007	0.5097	0.8642	0.5385	0.8776	0.5743	0.8548	2.53478154533342e-09	1.3117404443185e-40	2.68165578177194e-41
chr15	51995538	51998467	OD_hyper	OD_hyper	2930	10	111.061403202515	0.6318	0.884	0.6928	0.9434	0.6248	0.8818	8.92955632136169e-46	3.10437441859947e-41	7.83699329694109e-45
chr20	50852221	50853954	OD_hyper	OD_hyper	1734	8	111.053965798529	0.6234	0.9447	0.6833	0.943	0.7098	0.9234	2.69679975742357e-17	3.14046687632519e-77	1.26702288201829e-83
chr2	216880200	216880932	OD_hyper	OD_hyper	733	8	111.017133205959	0.6441	0.9221	0.6234	0.9433	0.4703	0.9222	1.76536638905414e-23	3.064798766837e-31	2.92298524559245e-101
chr12	65051675	65052300	OD_hyper	OD_hyper	626	7	111.014581512291	0.6041	0.9382	0.5789	0.9408	0.7485	0.9286	4.66730185258582e-20	5.51707690937213e-84	4.41997499094588e-25
chr3	124170460	124172689	OD_hyper	OD_hyper	2230	8	110.951606813215	0.618	0.9473	0.6958	0.9336	0.6619	0.9463	1.04334754261e-14	8.84650166334546e-119	3.40336036341454e-52
chr17	17198875	17200810	OD_hyper	OD_hyper	1936	7	110.946678064747	0.4495	0.7861	0.5374	0.9198	0.3923	0.9214	2.64071343846841e-71	1.97702228240969e-23	4.05018382083017e-122
chr3	177499178	177500065	OD_hyper	OD_hyper	888	8	110.945331810351	0.4995	0.7983	0.5346	0.8011	0.2918	0.6682	1.11941924612049e-10	8.0965612012864e-99	4.10910764261549e-34
chr10	116526312	116527201	OD_hyper	OD_hyper	890	10	110.927009650082	0.2423	0.5631	0.2704	0.5338	0.3138	0.6888	1.02037756576927e-57	1.82689276320562e-80	7.46434524497368e-83
chr5	106763657	106764212	OD_hyper	OD_hyper	556	4	110.891124282693	0.3543	0.941	0.2774	0.9044	0.3032	0.9608	8.85840282417271e-138	1.82051096501302e-164	0
chr16	69320877	69321816	OD_hyper	OD_hyper	940	10	110.883835117282	0.459	0.8191	0.6158	0.8439	0.5976	0.8762	5.11035849362484e-09	2.38609899286641e-63	3.33235643701956e-69
chr3	10419679	10422552	OD_hyper	OD_hyper	2874	6	110.880044663536	0.5559	0.9248	0.5899	0.9178	0.5673	0.7658	2.01998771557437e-32	3.16299190939618e-136	5.96227007779192e-19
chr5	73938112	73939003	OD_hyper	OD_hyper	892	10	110.863237795083	0.5087	0.7869	0.4422	0.6748	0.2954	0.5847	2.72341314454961e-11	2.02993810080854e-31	3.03707366882521e-35
chr9	122439906	122440656	OD_hyper	OD_hyper	751	7	110.856917310772	0.4887	0.8967	0.6484	0.8735	0.4038	0.8383	6.43747967590202e-29	2.5343129324256e-65	5.16712427466305e-42
chr7	131748351	131750336	OD_hyper	OD_hyper	1986	8	110.85298011287	0.6241	0.8684	0.6257	0.8972	0.6691	0.8558	1.24485648940253e-09	3.26873194957152e-78	1.24215837702823e-28
chr9	131674190	131675154	OD_hyper	OD_hyper	965	12	110.842295210268	0.5813	0.8106	0.5908	0.8233	0.5124	0.9221	1.77259718173439e-16	5.28316823683652e-27	2.03091153731579e-109
chr3	15292199	15294910	OD_hyper	OD_hyper	2712	11	110.81587349445	0.5007	0.6891	0.5062	0.7418	0.6499	0.8867	3.12829957375113e-19	6.82809194093982e-23	1.37814231207751e-41
chr12	24580523	24581485	OD_hyper	OD_hyper	963	8	110.813658732738	0.5173	0.8189	0.5103	0.8808	0.4523	0.9156	8.82393671474357e-32	6.66015592946528e-63	6.4584074382916e-64
chr18	47795679	47796881	OD_hyper	OD_hyper	1203	7	110.811214424581	0.472	0.8501	0.5158	0.8735	0.5497	0.8259	2.87515620364604e-25	5.36251305956516e-80	2.57039747795523e-30
chr7	4027526	4027718	OD_hyper	OD_hyper	193	7	110.810375535662	0.6162	0.9634	0.5547	0.9579	0.5331	0.9638	2.30239781893634e-19	8.26739312019508e-63	1.2768579534798e-81
chr19	4812716	4813387	OD_hyper	OD_hyper	672	12	110.807493085735	0.5077	0.8544	0.5679	0.8351	0.1493	0.7725	3.32575131391347e-16	4.27058567262945e-58	8.47343899008257e-111
chr4	17788143	17788903	OD_hyper	OD_hyper	761	9	110.788755865328	0.544	0.8232	0.5645	0.8124	0.6694	0.8553	8.6939926257385e-13	7.19112725069214e-63	2.70789440516791e-18
chr3	48311107	48311419	OD_hyper	OD_hyper	313	6	110.786173824088	0.4582	0.9219	0.4304	0.9449	0.3496	0.9033	6.10112505908502e-19	3.19599668109207e-107	5.02874691058954e-57
chr10	33909882	33911324	OD_hyper	OD_hyper	1443	9	110.783899584214	0.4922	0.8706	0.5161	0.8258	0.4581	0.749	5.07815097131313e-16	8.17186314698023e-84	2.01315219725232e-48
chr4	5959496	5959737	OD_hyper	OD_hyper	242	7	110.780208772166	0.4845	0.8514	0.5241	0.9088	0.6727	0.8849	9.68490425555152e-29	1.55304195341505e-38	6.2934475129677e-19
chr8	18508844	18509937	OD_hyper	OD_hyper	1094	9	110.771421906531	0.6464	0.9575	0.7377	0.9392	0.6963	0.923	3.60151277138943e-16	9.20881005852985e-166	1.36905808317813e-90
chr5	71471524	71473652	OD_hyper	OD_hyper	2129	12	110.759065369205	0.7369	0.932	0.7183	0.9089	0.6719	0.8492	4.17132358715785e-14	6.16550253167284e-29	2.38825492866527e-26
chr3	160453354	160454919	OD_hyper	OD_hyper	1566	9	110.758857467525	0.5321	0.8795	0.6115	0.8547	0.3778	0.6828	2.0049058373646e-23	5.48975564536633e-53	2.41611070246627e-43
chr10	16141060	16143506	OD_hyper	OD_hyper	2447	12	110.757963373833	0.5324	0.7941	0.6066	0.8422	0.6838	0.8695	4.51542801414963e-09	2.62616671067489e-38	2.56756502798375e-19
chr5	81203758	81204636	OD_hyper	OD_hyper	879	8	110.737926261111	0.5143	0.8404	0.5929	0.847	0.5505	0.7904	9.0137361067121e-11	7.9944053105228e-26	1.90856992156956e-17
chr1	211083513	211087901	OD_hyper	OD_hyper	4389	10	110.730654457726	0.717	0.9458	0.71	0.9311	0.6435	0.8659	2.9583331320985e-28	9.82102167292788e-89	7.05985865781415e-64
chr5	95323801	95324869	OD_hyper	OD_hyper	1069	7	110.730477228013	0.6407	0.9305	0.5252	0.8777	0.6565	0.8078	5.71959061380088e-33	4.94398308646123e-139	1.02106923413584e-10
chr6	109412434	109413740	OD_hyper	OD_hyper	1307	9	110.720883905754	0.5904	0.859	0.674	0.9123	0.542	0.809	2.30734647812043e-25	5.54099341370076e-39	1.0858701553563e-23
chr6	147435171	147435907	OD_hyper	OD_hyper	737	5	110.713786840958	0.3971	0.9411	0.3711	0.9272	0.3551	0.8969	1.09268971339715e-34	6.91418282067155e-102	1.0008809164724e-54
chr5	134578864	134579877	OD_hyper	OD_hyper	1014	10	110.701420755078	0.7003	0.9406	0.6485	0.8742	0.7556	0.9136	4.8131689041166e-13	5.33924676339335e-47	3.12324154312727e-27
chr12	13850326	13851365	OD_hyper	OD_hyper	1040	9	110.688877638073	0.7011	0.9284	0.7274	0.9117	0.2837	0.868	4.84405751384925e-46	3.8015044956544e-60	7.5033457637561e-182
chr15	25981568	25982717	OD_hyper	OD_hyper	1150	10	110.6744139777	0.5304	0.7451	0.5519	0.7287	0.3715	0.7457	1.70523511250942e-12	6.20727051551645e-49	2.83283059001356e-51
chr6	16847545	16848434	OD_hyper	OD_hyper	890	10	110.667559685291	0.6765	0.9541	0.7648	0.9481	0.7417	0.9288	6.94495726924455e-15	2.63058292410051e-54	4.7810650472492e-62
chr18	22079676	22080899	OD_hyper	OD_hyper	1224	5	110.663313972051	0.4401	0.9125	0.5982	0.8838	0.6575	0.9111	6.39095479714131e-57	1.43694609725058e-221	1.83493848550048e-128
chr9	116812300	116812639	OD_hyper	OD_hyper	340	11	110.661326614772	0.7565	0.9649	0.8023	0.9584	0.7864	0.9539	3.42646730152575e-09	2.73108735231623e-36	4.43689790172694e-17
chr10	44404727	44406023	OD_hyper	OD_hyper	1297	13	110.651805818637	0.4273	0.6396	0.3536	0.573	0.352	0.5837	3.83404767453688e-21	1.40357433377932e-12	8.42417628256456e-21
chr17	592638	593310	OD_hyper	OD_hyper	673	7	110.62219469997	0.4574	0.9127	0.5584	0.8836	0.6853	0.9221	3.71518585327016e-14	4.99363688521545e-72	2.34023972344467e-23
chr2	176736009	176736814	OD_hyper	OD_hyper	806	6	110.58304954324	0.4917	0.9293	0.417	0.9144	0.3827	0.92	5.54234679164068e-33	3.89884051643665e-87	6.30018928151755e-228
chr1	170042178	170043190	OD_hyper	OD_hyper	1013	8	110.578384171921	0.4445	0.7097	0.3573	0.7552	0.3875	0.6856	2.47934383003136e-49	1.22053257296247e-36	5.78173368277563e-66
chr2	206428368	206430807	OD_hyper	OD_hyper	2440	8	110.578140788772	0.562	0.902	0.5143	0.8689	0.4951	0.82	5.48646116623115e-31	1.1026286292357e-112	1.06712336675595e-112
chr5	91470894	91472893	OD_hyper	OD_hyper	2000	13	110.576610379851	0.7233	0.8937	0.6894	0.8802	0.6459	0.9159	7.33659491117182e-14	1.19013735883324e-84	2.8153587196892e-111
chr14	29734140	29734918	OD_hyper	OD_hyper	779	6	110.575839159784	0.3856	0.8431	0.4915	0.9231	0.5018	0.9226	4.46138998675182e-22	6.24730864179743e-61	1.37727449770735e-43
chr6	159518108	159518764	OD_hyper	OD_hyper	657	8	110.571843781209	0.6269	0.9587	0.7639	0.9576	0.4661	0.9434	6.61778739459037e-13	1.93780971557838e-64	1.79694946072703e-50
chr6	147535790	147536585	OD_hyper	OD_hyper	796	8	110.554246339354	0.7532	0.9651	0.7842	0.9661	0.8206	0.9799	4.44572628333803e-27	6.33708748730085e-52	5.48195374445462e-06
chr1	34175317	34177233	OD_hyper	OD_hyper	1917	9	110.537314243441	0.6163	0.9046	0.6948	0.8656	0.6136	0.8085	2.20718662054238e-10	1.55030633118766e-140	1.33844645328337e-47
chr18	48170982	48171699	OD_hyper	OD_hyper	718	11	110.479257876514	0.6443	0.9123	0.6987	0.9426	0.5791	0.8703	1.56359570365167e-15	3.08288906229503e-34	1.18572348254708e-50
chr22	23525861	23526967	OD_hyper	OD_hyper	1107	8	110.477345913004	0.2166	0.5743	0.3069	0.6551	0.4737	0.8459	4.56845470901408e-33	1.07789989712528e-43	1.42316601461275e-22
chr7	142558526	142558971	OD_hyper	OD_hyper	446	6	110.472992366172	0.5301	0.8951	0.6266	0.9148	0.6978	0.8574	3.34989455926939e-73	2.64525068612941e-60	9.47701074510248e-26
chr9	111189472	111190762	OD_hyper	OD_hyper	1291	6	110.470249479936	0.4744	0.9582	0.4695	0.8988	0.5997	0.8968	1.36096988454902e-30	4.29145783532617e-113	2.77582461781969e-43
chr1	50669948	50671324	OD_hyper	OD_hyper	1377	7	110.462791031889	0.46	0.8038	0.4354	0.7967	0.4952	0.8447	3.73257571027098e-15	1.08545469906913e-48	5.7236184332042e-33
chr13	108067524	108068564	OD_hyper	OD_hyper	1041	7	110.455943466653	0.5571	0.9374	0.5953	0.9435	0.6803	0.9151	3.78454594470692e-17	1.59545226208124e-61	7.73668799238676e-96
chr13	97645629	97646057	OD_hyper	OD_hyper	429	10	110.452894249042	0.5298	0.7487	0.5504	0.7507	0.6507	0.8209	2.01999206846194e-18	3.73254554648048e-44	3.40712073622257e-28
chr12	90408366	90411298	OD_hyper	OD_hyper	2933	9	110.450123242502	0.638	0.9311	0.6335	0.943	0.6091	0.9246	2.56439449456027e-20	1.41954329381726e-88	1.10092060967029e-35
chr6	72711821	72712890	OD_hyper	OD_hyper	1070	8	110.444503876007	0.4776	0.8762	0.6045	0.8942	0.3952	0.6362	2.20672595152425e-14	3.1740156601937e-83	8.6786639991949e-18
chr12	113242537	113243231	OD_hyper	OD_hyper	695	8	110.439036742812	0.7434	0.9468	0.5412	0.9153	0.6703	0.9326	2.97452820573606e-49	2.95268842295179e-81	1.80481354740849e-91
chr6	21586398	21587157	OD_hyper	OD_hyper	760	6	110.419117179487	0.3848	0.7449	0.393	0.7161	0.0984	0.4787	3.70677201979435e-82	6.33536205682279e-58	1.35917990289537e-74
chr5	7392975	7394027	OD_hyper	OD_hyper	1053	10	110.395547078212	0.4962	0.7907	0.5392	0.802	0.3891	0.735	2.61116402111373e-10	8.39875875614241e-74	1.11749392310162e-155
chr6	46971888	46972599	OD_hyper	OD_hyper	712	6	110.38782714672	0.5486	0.9375	0.5477	0.9366	0.3013	0.9206	7.94282515071049e-26	3.94644156429777e-69	1.78523574182071e-92
chr2	47491857	47492505	OD_hyper	OD_hyper	649	6	110.380050149854	0.4638	0.9386	0.5123	0.9338	0.7602	0.9544	2.0456187256525e-21	1.45994256269791e-125	1.23999249522316e-46
chr20	12379719	12380816	OD_hyper	OD_hyper	1098	4	110.369415489077	0.3715	0.957	0.3699	0.9395	0.2346	0.933	7.09108438915514e-234	4.87943557136266e-263	3.60629290331695e-265
